market,menuItemName,menuItemDescription,price,restaurantName,restaurantDescription,restaurantLatitude,restaurantLongitude
"Houston, TX",BK Bacon and Swiss Cheese Royal Crispy Chicken Meal,"Crispy white meat breast fillet topped with savory sauce, creamy swiss cheese, crispy bacon, lettuce and juicy tomatoes on a toasted potato bun.",13.69,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",BBQ Bacon and Cheese BK Royal Crispy Chicken Meal,"Crispy white meat breast fillet topped with southern-spiced BBQ sauce, crispy bacon and melty cheese on a toasted potato bun.",13.69,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",French Fries,Piping hot and perfectly salted.,3.09,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",#6 The Boss,It’s the mother of all meatball subs. Juicy meatballs drenched in marinara sauce with slices of pepperoni and BelGioioso® Fresh Mozzarella. Sprinkled with parmesan and served toasted on Italian Herbs & Cheese bread.,7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Onion Rings,"Golden brown, hot, and crispy.",3.09,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Frozen Fanta® Wild Cherry,The great taste of Fanta® Wild Chery soda in a refreshing frozen drink.,2.19,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Frozen Coke®,The great taste of Coca-Cola® in a refreshing frozen drink.,2.19,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX","Sausage, Egg & Cheese Croissan'wich Meal","Sizzling sausage, fluffy eggs, and melted American cheese on a toasted croissant. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Egg-Normous Burrito Meal,"Sizzling sausage, crispy bacon, fluffy eggs, melted American cheese, crunchy hash browns, and a creamy spicy sauce all wrapped up in a soft flour tortilla. Served with Hash Browns and your choice of Drink.",8.69,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX","Ham, Egg & Cheese Croissan'wich Meal","Black Forest ham, fluffy eggs, and melted American cheese on a toasted croissant. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Egg & Cheese Croissan'wich Meal,,6.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX","Bacon, Egg & Cheese Croissan'wich Meal","Crispy bacon, fluffy eggs, and melted American cheese on a toasted croissant. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",#12 Turkey Cali Club™,"Eat fresh, California style. Oven-roasted turkey, crisp bacon, BelGioioso® Fresh Mozzarella, and smashed Hass avocado. Topped with spinach, tomatoes, red onions, and mayo toasted on Hearty Multigrain bread.",8.37,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",#9 The Champ™,"Tender hand-pulled rotisserie-style chicken, a double helping of Monterey Cheddar, green peppers, and red onions. Topped off with creamy Peppercorn Ranch and served toasted on Artisan Italian bread. This one’s a winner!",7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Bacon, Egg & Cheese Biscuit Meal","Crispy bacon, fluffy eggs, and melted American cheese on a warm buttermilk biscuit. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",5PC French Toast Meal,,6.89,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",#3 The Monster™,"Got a monstrous appetite? We’re talking thick juicy steak, crisp bacon, a double helping of Monterey cheddar, green peppers and red onions piled high and served toasted on Artisan Italian bread and topped off with creamy Peppercorn Ranch.",7.77,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Egg & Cheese Biscuit Meal,Fluffy eggs and melted American cheese on a warm buttermilk biscuit. Served with Hash Browns and your choice of Drink.,6.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",#10 All-American Club®,"The American classic. Oven-roasted turkey, Black Forest ham, crisp bacon, and American cheese with lettuce, tomatoes, red onions, and mayo. Served toasted on Artisan Italian bread.",7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Sausage & Egg Croissan'wich Meal,"Sizzling sausage, fluffy eggs, and melted American cheese on a toasted croissant. Served with Hash Browns and your choice of Drink.",7.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",#8 The Great Garlic™,"Our NEW creamy garlic sauce is the secret to this sub. We pile juicy rotisserie-style chicken, crispy bacon, provolone, lettuce, tomatoes, red onions served toasted on Artisan Italian bread…all topped off with our NEW creamy Roasted Garlic Aioli. Irresistible!",7.17,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",#1 The Philly,"The classic cheesesteak stacked with juicy steak and a double helping of provolone toasted on Artisan Italian bread and topped with green peppers, red onions and mayo.",7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",#7 The MexiCali,"Head for the Southwest with juicy rotisserie-style chicken, smashed avocado, double Pepper Jack cheese, lettuce, tomatoes, and red onions topped with our smoky Baja Chipotle sauce and served toasted on Artisan Italian bread.",7.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",#5 Bella Mozza,"Lotsa meat and lotsa mozzarella make this special. Thin-sliced Black Forest ham, our capicola, and BelGioioso® Fresh Mozzarella on fresh-baked Artisan Italian bread. Topped with spinach, tomatoes, red onions, and banana peppers and drizzled with our tangy MVP Parmesan Vinaigrette®.",7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",#2 The Outlaw™,"Spicy, cheesy, smoky — this one’s got it all. Juicy steak meets double Pepper Jack cheese, with green peppers, red onions, and Baja Chipotle sauce toasted on Artisan Italian bread. Try not to fall head over heels.",7.05,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Oven Roasted Turkey,"If a classic is what you crave, our thin-sliced Oven Roasted Turkey is the sandwich for you. It’s full of flavor and made to order with your choice of crisp veggies, served on our freshly baked, Hearty Multigrain bread.",6.19,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Tuna,"You’ll love every bite of our classic tuna sandwich. 100% wild caught tuna blended with creamy mayo then topped with your choice of crisp, fresh veggies. 100% delicious.",6.19,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Bacon & Egg Croissan'wich Meal,,7.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Meatball Marinara,"The Meatball Marinara sandwich is drenched in irresistible marinara sauce, sprinkled with Parmesan cheese,  topped with whatever you want (no judgement) and perfectly toasted just for you.",5.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Steak & Cheese,"Our Steak & Cheese sandwich is where warm, delicious steak gets topped with melty cheesiness. Get crazy with veggies and sauces to make it what you want.",6.81,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Black Forest Ham,"Our Black Forest Ham sandwich is a true classic. We add lettuce, baby spinach, cucumbers, green peppers and red onions to our delicious, thin-sliced ham and serve it on our Hearty Multigrain bread. Want cheese? Just ask.",5.37,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Ham & Egg Croissan'wich Meal,,7.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Sweet Onion Chicken Teriyaki,"The Sweet Onion Chicken Teriyaki sub is one sah-weeet sub. It starts with Hearty Multigrain bread, add perfectly cooked grilled chicken strips, marinated in our NEW Sweet Onion Teriyaki Sauce, then pile on the crunch with lettuce, spinach, tomatoes, cucumbers, green peppers, red onions and top with another pass of our NEW Sweet Onion Teriyaki sauce.",6.29,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Italian B.M.T.®,"The Italian B.M.T.® sandwich is filled with Genoa salami, spicy pepperoni, and Black Forest Ham. Big. Meaty. Tasty. Get it. ",6.19,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Spicy Italian,"Our Spicy Italian sandwich is a combo of pepperoni and Genoa salami. Pile on cheese, crunchy veggies, and finish it with your favorite sauce. Or don't. Your call. ",5.73,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Sausage, Egg & Cheese Biscuit Meal","Sizzling sausage, fluffy eggs, and melted American cheese on a warm buttermilk biscuit. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Veggie Delite®,"The Veggie Delite® sandwich is crispy, crunchy, vegetarian perfection. With lettuce, baby spinach, tomatoes, cucumbers, green peppers and red onions, all on our Hearty Multigrain bread.",5.25,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Ham, Egg & Cheese Biscuit Meal","Black Forest ham, fluffy eggs, and melted American cheese on a warm buttermilk biscuit. Served with Hash Browns and your choice of Drink.",8.49,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Cold Cut Combo®,"The Cold Cut Combo® sandwich with ham, salami, and bologna (all turkey based) is a long-time Subway® favorite. Yeah. It's that good.",5.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Sausage & Egg Biscuit Meal,,7.99,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",BK Café Coffee,,1.89,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Hash Browns,"Crunchy, sizzling hot, and golden brown.",2.09,Burger King,"Burgers, Fast Food",29.734045,-95.3485183
"Houston, TX",Chicken & Bacon Ranch,"What do you get when you mix juicy Rotisserie-Style Chicken, melty Monterey Cheddar Cheese, Hickory-Smoked Bacon, and our creamy Peppercorn Ranch? Your sandwich happy place.",7.29,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Buffalo Chicken,"When you’re looking to spice things up, do it with Frank’s RedHot® and buffalo chicken. Our Buffalo Chicken Footlong is made with everyone’s favorite hot sauce – Frank’s RedHot® and topped with peppercorn ranch. Try it with lettuce, tomatoes and cucumbers! Frank’s RedHot® is a registered trademark of McCormick & Co. and used under license by Subway Franchisee Advertising Fund Trust Ltd.®/© Subway IP LLC 2021.",6.29,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Oven Roasted Turkey & Ham,"Enjoy the flavor of tender, thin-sliced oven roasted turkey and Black Forest Ham with your favorite veggies, from juicy tomatoes to sweet red onions, all served on freshly baked, Hearty Multigrain bread.",6.19,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",B.L.T.,"The sub that proves great things come in threes. In this case, those three things happen to be hickory smoked bacon, lettuce and juicy tomatoes. While there’s no scientific way of proving it, this B.L.T might be the most perfect sub in existence.",6.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Rotisserie-Style Chicken,"Who doesn’t love tender, juicy rotisserie-style chicken? Especially when it’s served on our Hearty Multigrain bread with your choice of veggies. We like lettuce, tomatoes, red onions, and peppers, but hey, it’s your sandwich, do what you like.",6.45,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Veggie Patty,"Delicious vegan patties with lettuce, tomatoes, cucumbers, green peppers and red onions, all served on our freshly baked Hearty Multigrain bread.",5.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Roast Beef,"Choice Angus Roast Beef, Hearty Multigrain Bread, and plenty of fresh veggies make this lunchtime classic one to remember.",7.41,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Chicken & Bacon Ranch Melt,"How can you improve Rotisserie-Style Chicken, Hickory-Smoked Bacon, and Peppercorn Ranch? With a whole lot of gooey Provolone Cheese and veggies.",7.69,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Italian B.M.T.® Melt,"Three craveable meats, melty cheese and fresh veggies. It’s not too good to be true, it’s the Italian B.M.T.® Melt. Now you can get the flavors you crave along with the goodness of fresh tomatoes, peppers and onions, that’s a win-win.",6.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Steak & Cheese Melt,"Grilled, melty and cheesy but also loaded with fresh vegetables? The Steak & Cheese Melt is just that, freshly made with onions and peppers and perfectly grilled to cover all your cravings.",6.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Oven Roasted Turkey Melt,"The Oven Roasted Turkey Melt is loaded with fresh veggies like tomatoes, peppers and onions, and grilled on our Hearty Multigrain bread until the American cheese is as melty and cheesy as you want it. Cravings, covered.",6.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Ham & Cheese Melt,"Your cravings called, and we answered with melty goodness and fresh veggies, too. The Ham & Cheese Melt combines Black Forest ham, fresh tomato and American cheese and grills them all up to create an indulgent choice that’s freshly made, too.",5.69,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Meatball Marinara Melt,"Add some melty goodness to your Meatball Marinara sub. Make it a Fresh Melt™ and get craveable meatballs and tangy marinara sauce topped with American and parmesan, all grilled to cheesy perfection. Freshly made in front of you.",5.99,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Tuna Melt,"100% wild-caught tuna with mayo. Fresh onion. Melty provolone. We brought the best ingredients together for something that satisfies your cravings for both fresh and savory. It’s not just a tuna melt, it’s a Fresh Melt™. Freshly made in front of you.",6.49,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Spicy Italian Melt,"Spicy Italian Melt combines the mouth-watering flavor of pepperoni, salami and cheese grilled to melty perfection with the feel-good flavor of spinach, tomatoes and peppers. Guess you can have it all.",5.69,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Buffalo Chicken Melt,"Packed with grilled chicken, plus just the right amount of Frank's RedHot® Buffalo sauce, a little peppercorn ranch to beat the heat and all the veggies you can fit in there. Frank’s RedHot® is a registered trademark of McCormick & Co. and used under license by Subway Franchisee Advertising Fund Trust Ltd. ®/© Subway IP LLC 2021.",6.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Egg & Cheese,A classic for a reason. Our Egg and Cheese is simply delicious. Enjoy a fluffy egg with melted cheese. Try it toasted - It's unbeatable.,4.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Black Forest Ham, Egg & Cheese","Enjoy savory Black Forest ham, melted cheese, and egg -  all on your favorite bread. Add your choice of veggies for a tasty way to start the day. Hello, delicious. ",4.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Steak, Egg & Cheese","No matter what side of the bed you wake up on, you’ll love this. Yummy egg  with tender and delicious steak covered in melty cheese. That's one beautiful breakfast.",4.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX","Bacon, Egg & Cheese","Start your day in a sizzlin' way with  bacon, egg, and melty cheese on freshly toasted flatbread (or whatever you like). Pile on your favorite veggies and sauce. Start the day right. ",4.89,Subway,"Sandwiches, Salads, Dessert, Snacks",29.7466861,-95.359915
"Houston, TX",Icing (Glaze & Cake) Donut,,1.25,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Smoked Sau. & ch kol (1 doz),,18.95,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Smoked Sau.& ch kol (1/2doz),,9.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Milk (small),,1.29,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Chocolate milk (large),,2.55,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Strawberry Milk (large),,2.55,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",2% Milk (large),,2.55,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Glaze Donut,,1.2,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Donut Holes (1doz),,1.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Chocolate Icing,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Donut Holes (1/2doz),,0.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Old Fashion Cake Donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Filled Donuts,"bavarian creme, choc., straw, apple, and lemon filled",1.75,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Blueberry Cake Donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Donuts (assorted) (1doz),,14.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cinnamon Twist Donut,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Apple Fritter Donut,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Rainbow sprinkle donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Glaze Donuts  (1 doz),,12.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Blue Berry Cake Donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Strawberry Icing,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Regular Twist Donut,,1.75,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cinnamon Roll Donuts,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Devil's Food Cake Donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cinnamon Crumb Donut,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Assorted Donuts (1/2 Doz),,7.79,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cake Donut,,1.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Glaze Donuts (1/2Doz),,6.39,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Vanilla Icing,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bar Filled Donut,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bear Claw Donut,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Maple Icing,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Sugar Donut,,1.4,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Blue Berry cake (1/2doz),,8.59,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Filled Donuts (1/2doz),"Bavarian cream, Strawberry, Choc., Lemon, and Apple filled",9.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Blue Berry cake (1doz),,15.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Plain cake (1/2doz),,8.59,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Devil's Food cake (1/2doz),,8.59,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Old Fashioned cake (1/2doz),Glazed and Choc.,8.59,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Old Fashioned cake (1doz),Glazed and Choc.,15.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Apple Fritter (1/2doz),,11.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bar filled (1/2doz),Choc. or Maple topping,11.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cinnamon Roll or Twist (1/2 doz),,11.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Cinnamon Roll or Twist (1doz),,22.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Filled Donuts (1doz),"Bava Cream, Straw., Lemon, Apple & Choc. filled",19.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Regular Twist (1/2 doz),Glaze or Choc. topping,9.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Apple Fritter (1doz),,22.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bar filled (1doz),Choc. or Maple topping,22.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",French Toast Sticks,"Three's a crowd, and four is a delicious bundle of breakfast delight. At least when it comes to our thick, golden French Toast Sticks complete with One maple-flavored syrup for dipping.",3.53,Sonic Drive-in,America's drive-in serving fast food meals,29.7690238,-95.3874318
"Houston, TX",Bear Claw (1 doz),Apple inside,22.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bear Claw (1/2doz),Apple inside,11.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Devil's Food cake (1doz),,15.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Plain cake (1doz),,15.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Regular Twist (1doz),Glaze or Choc. topping,19.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Jalapeno Sausage & Cheese Kolaches,,1.85,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Sausage (Link) & Cheese Kolaches,,1.85,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Jumbo Sausage & Cheese Kolaches,,3.59,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Smoked Sausage & Cheese Kolaches,,1.85,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Ham & Cheese Kolaches,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Sau. & Ch. Kol (1/2doz),,10.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Plain Sausage (Link) Kolaches,,1.85,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Jal. Sau. & Ch. Kol (1/2 Doz),,10.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Bacon & Cheese Kolaches,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Egg & Cheese Kolaches,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Sau. &  Ch. Kol (1doz),Sausage and cheese kolaches,19.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Jal. Sau. & Ch. Kol. (1 Doz),Jalapeno sausage and cheese kolaches,19.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Sausage Patty & Cheese Kolaches,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Chappel Hill Jumbo Sau. Kol.,,3.89,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Turkey & Cheese Kolaches,,2.19,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Boudin Kolaches (1/2 Doz),,22.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Smoked Sau. and Ch. Kol. (1/2doz),,10.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Ham & ch Kolaches (1 Doz),Kolaches,23.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Ham & ch kolaches (1/2 Doz),Kolaches,12.5,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
"Houston, TX",Jumbo Sau. and Ch. Kol. (1/2doz),,20.99,Christy's Donuts & Kolaches,"Donuts, Breakfast & Brunch, Bakeries",29.7529896,-95.392387
